M,K,N,Data_Type,Baseline_m,Baseline_k,Baseline_n,Baseline_GOPS,Baseline_DDR_Bytes,Opt_m,Opt_k,Opt_n,Opt_GOPS,Opt_DDR_Bytes,Throughput_Speedup,DDR_Traffic_Reduction
2048,2048,2048,i16,32,32,32,0.0,1090519040,16,8,256,0.0,1098907648,0.0,0.99
2048,2048,4096,i16,32,32,32,0.0,2181038080,8,4,512,947.062,4336910336,0.0,0.5
2048,4096,128,i16,32,32,32,0.0,135266304,32,128,16,0.0,84934656,0.0,1.59
2048,4096,256,i16,32,32,32,0.0,270532608,32,128,32,0.0,153092096,0.0,1.77
2048,4096,512,i16,32,32,32,0.0,541065216,32,64,64,0.0,289406976,0.0,1.87
2048,4096,1024,i16,32,32,32,0.0,1082130432,32,16,128,0.0,562036736,0.0,1.93
2048,4096,2048,i16,32,32,32,0.0,2164260864,16,8,256,0.0,2181038080,0.0,0.99
2048,4096,4096,i16,32,32,32,0.0,4328521728,8,4,512,988.347,8640266240,0.0,0.5
4096,64,128,i16,32,32,32,0.0,6291456,256,8,16,32.3665,2883584,0.0,2.18
4096,64,256,i16,32,32,32,0.0,12582912,128,16,32,0.0,5767168,0.0,2.18
4096,64,512,i16,32,32,32,0.0,25165824,64,16,64,0.0,13107200,0.0,1.92
4096,64,1024,i16,32,32,32,0.0,50331648,32,16,128,0.0,34078720,0.0,1.48
4096,64,2048,i16,32,32,32,0.0,100663296,16,8,256,0.0,101187584,0.0,0.99
4096,64,4096,i16,32,32,32,0.0,201326592,8,4,512,491.424,336068608,0.0,0.6
4096,128,128,i16,32,32,32,0.0,10485760,128,32,16,0.0,4194304,0.0,2.5
4096,128,256,i16,32,32,32,0.0,20971520,128,16,32,0.0,7340032,0.0,2.86
4096,128,512,i16,32,32,32,0.0,41943040,64,16,64,0.0,17825792,0.0,2.35
4096,128,1024,i16,32,32,32,0.0,83886080,32,16,128,0.0,51380224,0.0,1.63
4096,128,2048,i16,32,32,32,0.0,167772160,16,8,256,0.0,168820736,0.0,0.99
4096,128,4096,i16,32,32,32,0.0,335544320,8,4,512,676.255,605028352,0.0,0.55
4096,256,128,i16,32,32,32,0.0,18874368,256,8,16,116.875,5242880,0.0,3.6
4096,256,256,i16,32,32,32,0.0,37748736,128,16,32,0.0,10485760,0.0,3.6
4096,256,512,i16,32,32,32,0.0,75497472,64,16,64,0.0,27262976,0.0,2.77
4096,256,1024,i16,32,32,32,0.0,150994944,32,16,128,0.0,85983232,0.0,1.76
4096,256,2048,i16,32,32,32,0.0,301989888,16,8,256,0.0,304087040,0.0,0.99
4096,256,4096,i16,32,32,32,0.0,603979776,8,4,512,793.468,1142947840,0.0,0.53
4096,512,128,i16,32,32,32,0.0,35651584,256,8,16,196.027,8388608,0.0,4.25
4096,512,256,i16,32,32,32,0.0,71303168,128,16,32,0.0,16777216,0.0,4.25
4096,512,512,i16,32,32,32,0.0,142606336,64,16,64,0.0,46137344,0.0,3.09
4096,512,1024,i16,32,32,32,0.0,285212672,32,16,128,0.0,155189248,0.0,1.84
4096,512,2048,i16,32,32,32,0.0,570425344,16,8,256,0.0,574619648,0.0,0.99
4096,512,4096,i16,32,32,32,0.0,1140850688,8,4,512,898.267,2218786816,0.0,0.51
4096,1024,128,i16,32,32,32,0.0,69206016,128,32,16,0.0,18874368,0.0,3.67
4096,1024,256,i16,32,32,32,0.0,138412032,128,16,32,0.0,29360128,0.0,4.71
4096,1024,512,i16,32,32,32,0.0,276824064,64,16,64,0.0,83886080,0.0,3.3
4096,1024,1024,i16,32,32,32,0.0,553648128,32,16,128,0.0,293601280,0.0,1.89
4096,1024,2048,i16,32,32,32,0.0,1107296256,16,8,256,0.0,1115684864,0.0,0.99
4096,1024,4096,i16,32,32,32,0.0,2214592512,8,4,512,946.766,4370464768,0.0,0.51
4096,2048,128,i16,32,32,32,0.0,136314880,32,128,16,0.0,85983232,0.0,1.59
4096,2048,256,i16,32,32,32,0.0,272629760,32,128,32,0.0,155189248,0.0,1.76
4096,2048,512,i16,32,32,32,0.0,545259520,32,64,64,0.0,293601280,0.0,1.86
4096,2048,1024,i16,32,32,32,0.0,1090519040,32,16,128,0.0,570425344,0.0,1.91
4096,2048,2048,i16,32,32,32,0.0,2181038080,16,8,256,0.0,2197815296,0.0,0.99
4096,2048,4096,i16,32,32,32,0.0,4362076160,8,4,512,987.648,8673820672,0.0,0.5
4096,4096,128,i16,32,32,32,0.0,270532608,32,128,16,0.0,169869312,0.0,1.59
4096,4096,256,i16,32,32,32,0.0,541065216,32,128,32,0.0,306184192,0.0,1.77
4096,4096,512,i16,32,32,32,0.0,1082130432,32,64,64,0.0,578813952,0.0,1.87
4096,4096,1024,i16,32,32,32,0.0,2164260864,32,16,128,0.0,1124073472,0.0,1.93
4096,4096,2048,i16,32,32,32,0.0,4328521728,16,8,256,0.0,4362076160,0.0,0.99
4096,4096,4096,i16,32,32,32,0.0,8657043456,8,4,512,0.0,17280532480,0.0,0.5
16,512,512,i16,32,32,32,0.0,0,8,128,64,0.0,1097728,0.0,0.0
16,512,1024,i16,32,32,32,0.0,0,8,64,128,0.0,2179072,0.0,0.0
16,512,2048,i16,32,32,32,0.0,0,8,16,256,0.0,4341760,0.0,0.0
16,512,4096,i16,32,32,32,0.0,0,8,4,512,35.9061,8667136,0.0,0.0
16,1024,512,i16,32,32,32,0.0,0,8,128,64,0.0,2162688,0.0,0.0
16,1024,1024,i16,32,32,32,0.0,0,8,64,128,0.0,4292608,0.0,0.0
16,1024,2048,i16,32,32,32,0.0,0,8,16,256,0.0,8552448,0.0,0.0
16,1024,4096,i16,32,32,32,0.0,0,8,4,512,68.9676,17072128,0.0,0.0
16,2048,512,i16,32,32,32,0.0,0,8,128,64,0.0,4292608,0.0,0.0
16,2048,1024,i16,32,32,32,0.0,0,8,64,128,0.0,8519680,0.0,0.0
16,2048,2048,i16,32,32,32,0.0,0,8,16,256,0.0,16973824,0.0,0.0
16,2048,4096,i16,32,32,32,0.0,0,8,4,512,136.594,33882112,0.0,0.0
16,4096,512,i16,32,32,32,0.0,0,8,128,64,0.0,8552448,0.0,0.0
16,4096,1024,i16,32,32,32,0.0,0,8,64,128,0.0,16973824,0.0,0.0
16,4096,2048,i16,32,32,32,0.0,0,8,16,256,0.0,33816576,0.0,0.0
16,4096,4096,i16,32,32,32,0.0,0,8,4,512,232.814,67502080,0.0,0.0
32,512,512,i16,32,32,32,0.0,1114112,16,64,64,0.0,1146880,0.0,0.97
32,512,1024,i16,32,32,32,0.0,2228224,16,32,128,0.0,2260992,0.0,0.99
32,512,2048,i16,32,32,32,0.0,4456448,16,8,256,0.0,4489216,0.0,0.99
32,512,4096,i16,32,32,32,0.0,8912896,8,4,512,67.4184,17334272,0.0,0.51
32,1024,512,i16,32,32,32,0.0,2162688,16,64,64,0.0,2228224,0.0,0.97
32,1024,1024,i16,32,32,32,0.0,4325376,16,32,128,0.0,4390912,0.0,0.99
32,1024,2048,i16,32,32,32,0.0,8650752,16,8,256,0.0,8716288,0.0,0.99
32,1024,4096,i16,32,32,32,0.0,17301504,8,4,512,129.158,34144256,0.0,0.51
32,2048,512,i16,32,32,32,0.0,4259840,16,64,64,0.0,4390912,0.0,0.97
32,2048,1024,i16,32,32,32,0.0,8519680,16,32,128,0.0,8650752,0.0,0.98
32,2048,2048,i16,32,32,32,0.0,17039360,16,8,256,0.0,17170432,0.0,0.99
32,2048,4096,i16,32,32,32,0.0,34078720,8,4,512,242.442,67764224,0.0,0.5
32,4096,512,i16,32,32,32,0.0,8454144,16,64,64,0.0,8716288,0.0,0.97
32,4096,1024,i16,32,32,32,0.0,16908288,16,32,128,0.0,17170432,0.0,0.98
32,4096,2048,i16,32,32,32,0.0,33816576,16,8,256,0.0,34078720,0.0,0.99
32,4096,4096,i16,32,32,32,0.0,67633152,8,4,512,382.412,135004160,0.0,0.5
